MMSI,Timestamp,Latitude,Longitude,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass,Latitude_next,Longitude_next
368024740,2021-11-14 00:01:02,33.72682,-118.17777,0.3,59.9,293,PILOT BOAT ORION,,WDJ9306,50.0,15.0,19.0,6.0,0.0,50,A,33.72932586401713,-118.17257236642185
368038040,2021-11-14 00:00:08,34.5066,-86.5344,3.9,343.5,511,ROBIN SHELTON,,WDK2700,91.0,0.0,29.0,10.0,3.0,91,A,34.56888128737513,-86.55678737083267
368041480,2021-11-14 00:00:05,46.10012,-122.94848,3.3,121.9,125,SAMANTHA S,,WDK3055,52.0,0.0,35.0,14.0,6.3,52,A,46.07107547590213,-122.88118556990273
368042970,2021-11-14 00:00:07,36.90691,-76.08954,0.0,184.5,277,HAMPTON ROADS,,WDK3209,50.0,0.0,19.0,6.0,2.0,50,A,36.90691,-76.08954
368044470,2021-11-14 00:00:00,29.72979,-95.05376,2.6,326.0,133,COOKE,IMO8983129,WDK3359,57.0,0.0,101.0,12.0,3.0,57,A,29.765690754106593,-95.08164587661751
368061720,2021-11-14 00:00:02,36.49483,-89.5316,9.5,134.5,137,BRIAN BOUDREAUX,,WDK5100,31.0,0.0,27.0,10.0,0.0,31,A,36.38392747982018,-89.39121718352895
368070570,2021-11-14 00:00:37,37.18655,-88.38112,0.0,12.7,511,CONSTITUTION,,WDK6031,31.0,0.0,14.0,11.0,2.5,31,A,37.18655,-88.38112
368075390,2021-11-14 00:00:00,28.93289,-95.32974,0.6,222.2,17,BRAZOS PILOT,,WDK6524,50.0,15.0,19.0,6.0,0.0,50,A,28.92548694581188,-95.33740999502456
368083770,2021-11-14 00:00:00,46.09217,-122.93003,18.4,333.0,511,SUPPORT,,WDK7370,31.0,0.0,15.0,4.0,3.1,31,A,46.365227881683026,-123.13064987218782
368083770,2021-11-14 00:01:01,46.09666,-122.93694,24.6,304.8,511,SUPPORT,,WDK7370,31.0,0.0,15.0,4.0,3.1,31,A,46.33049489119034,-123.42211890145882
368085000,2021-11-14 00:00:06,47.62798,-122.37941,0.0,205.8,182,NORTHERN EAGLE,IMO6701462,WEME,30.0,0.0,104.0,15.0,6.9,30,A,47.62798,-122.37941
368087080,2021-11-14 00:00:03,38.01776,-90.09426,0.0,360.0,511,T.R. STONE,,WDK7714,79.0,15.0,19.0,7.0,0.0,79,A,38.01776,-90.09426
368088820,2021-11-14 00:00:04,33.74773,-118.19879,0.0,360.0,511,MORTY,,WDK7887,33.0,3.0,59.0,18.0,3.6,33,A,33.74773,-118.19879
368092350,2021-11-14 00:00:01,38.94879,-74.90644,0.0,139.5,298,DAUNTLESS,,WDK8254,30.0,15.0,24.0,7.0,0.0,30,A,38.94879,-74.90644
368100220,2021-11-14 00:00:00,25.73086,-80.23128,0.0,331.4,511,KAIZEN,IMO0000000,WDK9078,36.0,0.0,15.0,5.0,,0,B,25.73086,-80.23128
368103530,2021-11-14 00:00:01,44.94583,-93.08476,0.0,233.8,511,RANDY ANDERSON,,WDK9418,32.0,12.0,39.0,13.0,0.0,32,A,44.94583,-93.08476
368106220,2021-11-14 00:00:01,38.53895,-90.25533,0.1,216.8,33,CHARLIE T,,WDK9723,70.0,15.0,20.0,10.0,0.0,70,A,38.53761634697846,-90.2566055297032
368116110,2021-11-14 00:00:00,26.08643,-80.18299,0.0,360.0,511,EDONISMO,,WDL2859,37.0,15.0,18.0,6.0,0.0,37,A,26.08643,-80.18299
368119580,2021-11-14 00:00:20,41.59183,-71.28394,0.1,360.0,511,ABSOLUTELY,IMO0000000,WDL3231,37.0,0.0,22.0,6.0,,0,B,41.59349554361416,-71.28394
368119660,2021-11-14 00:00:00,40.64773,-74.11644,0.0,360.0,297,CHARLESTON,,WDL3238,52.0,0.0,111.0,20.0,5.0,52,A,40.64773,-74.11644
368119660,2021-11-14 00:01:01,40.64773,-74.11645,0.0,360.0,296,CHARLESTON,,WDL3238,52.0,0.0,111.0,20.0,5.0,52,A,40.64773,-74.11645
368120140,2021-11-14 00:00:08,37.00102,-89.30374,5.3,334.7,331,THE COLONEL,,WDL3283,31.0,12.0,40.0,12.0,2.9,57,A,37.0808268126149,-89.35097683471523
368126420,2021-11-14 00:00:02,40.84898,-72.17775,3.5,255.9,511,F/V BULLDOG,IMO0000000,WDL3928,30.0,0.0,23.0,8.0,0.0,30,A,40.834778700048204,-72.25249225237712
368129810,2021-11-14 00:00:01,40.80051,-73.88894,23.3,98.0,99,H401,IMO1300852,WDL4267,60.0,0.0,30.0,9.0,0.0,60,A,40.74650086339087,-73.38127759827113
368130920,2021-11-14 00:00:00,32.8258,-79.93328,0.1,287.1,511,MISS BETTYE,,WDL4388,0.0,0.0,0.0,0.0,0.0,0,A,32.826289736986,-79.9351744093275
368132340,2021-11-14 00:00:01,31.73364,-88.09308,6.3,179.3,179,BOLD VENTURE,,WDL4531,52.0,12.0,22.0,10.0,2.5,57,A,31.62871858321321,-88.0915727489429
368133150,2021-11-14 00:00:17,48.75511,-122.50768,0.0,127.1,511,LIFESTYLE,IMO0000000,WDL4614,36.0,0.0,14.0,4.0,,0,B,48.75511,-122.50768
368138460,2021-11-14 00:00:01,37.13613,-76.13953,8.2,35.1,36,DEFENDER,IMO8989941,WDL5162,52.0,0.0,24.0,8.0,3.2,52,A,37.24786845105739,-76.04102176583113
368138910,2021-11-14 00:00:08,43.85064,-69.62732,0.0,360.0,511,HARBOR_PRINCESS,IMO0000297,WDL5208,69.0,0.0,32.0,8.0,0.0,69,A,43.85064,-69.62732
368141510,2021-11-14 00:00:01,40.72089,-73.96515,0.4,128.6,96,H501,,WDL5481,60.0,0.0,26.0,8.0,0.0,60,A,40.71673360528678,-73.95828016287273
368144000,2021-11-14 00:00:50,21.31693,-157.87716,0.0,24.7,511,KILAUEA,,WDF4959,30.0,0.0,21.0,5.0,,0,B,21.31693,-157.87716
368144140,2021-11-14 00:00:53,47.79399,-122.4953,0.0,288.0,20,FINEST,,WDL5758,40.0,5.0,39.0,4.0,3.0,40,A,47.79399,-122.4953
368148180,2021-11-14 00:00:02,29.78973,-95.07199,3.7,115.3,511,KAMI RENEE,,WDL6178,52.0,12.0,22.0,10.0,2.5,52,A,29.763394023067928,-95.00779238545152
368154770,2021-11-14 00:00:08,41.04737,-73.48469,0.0,360.0,511,LOVE MACHINE 6,,WDL6859,37.0,0.0,16.0,5.0,1.8,37,A,41.04737,-73.48469
368156240,2021-11-14 00:00:06,48.61008,-123.15675,0.0,360.0,511,ROCK PAPER SCISSORS,,WDL7009,99.0,0.0,12.0,3.0,0.0,99,A,48.61008,-123.15675
368156920,2021-11-14 00:00:33,48.75629,-122.49546,0.0,360.0,511,WHAT'S NEXT,IMO0000000,WDL7080,37.0,0.0,12.0,3.0,,0,B,48.75629,-122.49546
368161890,2021-11-14 00:00:03,38.97296,-76.49113,0.2,11.9,182,QUE SERA SERA,IMO0000000,WDL7623,37.0,0.0,12.0,3.0,,0,B,38.976219498783074,-76.49024648282989
368161980,2021-11-14 00:00:09,34.17721,-77.82334,0.0,360.0,511,ARCADIA,IMO0000000,ARCADIA,37.0,0.0,15.0,5.0,,0,B,34.17721,-77.82334
368163860,2021-11-14 00:00:03,41.22094,-73.95317,8.0,161.6,158,JANICE ANN REINAUER,IMO9903932,WDL7830,57.0,12.0,152.0,24.0,6.5,57,A,41.094508449453954,-73.89725451771598
368165260,2021-11-14 00:00:07,35.09762,-90.09983,0.0,114.0,511,CAPT GEORGE B. CUMMI,,WDL7977,31.0,0.0,21.0,8.0,3.0,31,A,35.09762,-90.09983
368169450,2021-11-14 00:00:00,30.10194,-93.32758,4.4,337.6,336,CHAD DOUGLAS,,WDL8430,31.0,0.0,27.0,10.0,2.9,31,A,30.169694356660376,-93.35985975830843
368171390,2021-11-14 00:00:00,33.7148,-118.25784,6.7,281.6,295,BROOKS M HAMILTON,,WDL8631,52.0,12.0,26.0,10.0,2.6,52,A,33.737238571183404,-118.38925473845275
368183730,2021-11-14 00:00:26,48.6361,-123.20148,0.9,307.2,511,ULTREIA,IMO0000000,WDL9950,36.0,0.0,12.0,4.0,,0,B,48.64516287575398,-123.21954778317614
368200430,2021-11-14 00:00:01,35.03418,-85.53882,0.0,360.0,511,,,UNKNOWN,0.0,0.0,20.0,8.0,0.0,31,A,35.03418,-85.53882
368201570,2021-11-14 00:00:01,29.39324,-94.75987,4.1,41.7,39,LAURA M,,WDM3908,57.0,15.0,119.0,34.0,3.1,57,A,29.444225896720376,-94.70773152736861
368293000,2021-11-14 00:00:07,47.63016,-122.38218,0.0,222.8,179,ALASKA OCEAN,IMO8030477,KRCT,30.0,0.0,114.0,18.0,3.6,30,A,47.63016,-122.38218
368312000,2021-11-14 00:00:06,47.66123,-122.3848,0.0,221.3,511,CYGNUS,,WDM4256,37.0,15.0,20.0,7.0,2.0,37,A,47.66123,-122.3848
368380000,2021-11-14 00:00:01,48.36883,-124.61309,0.0,295.4,68,ALYESKA,IMO7437783,WCX8749,30.0,7.0,37.0,9.0,,30,A,48.36883,-124.61309
368729000,2021-11-14 00:00:00,37.91463,-122.44592,8.8,4.0,3,USAV GEN B SOMERVELL,,AAEE,90.0,0.0,76.0,9.0,,35,A,38.060840806159206,-122.43296055905017
368926035,2021-11-14 00:00:00,38.58861,-90.20609,1.4,237.2,511,KIMMSWICK,,AENA,31.0,15.0,27.0,9.0,,33,A,38.57597865889475,-90.23116534466999
368926278,2021-11-14 00:00:32,43.99861,-91.43584,0.0,360.0,511,BUTLER,IMO0000000,AELO,31.0,0.0,17.0,6.0,,0,B,43.99861,-91.43584
368926485,2021-11-14 00:00:15,32.686,-117.13533,0.0,0.0,511,JOHN LEWIS,IMO9812626,NJLH,80.0,5.0,228.0,33.0,13.0,80,A,32.686,-117.13533
369134000,2021-11-14 00:00:03,42.44235,-70.1634,12.1,145.3,145,GLOBAL SENTINEL,IMO8900866,KGSU,90.0,0.0,145.0,21.0,8.1,99,A,42.27666267234738,-70.00793377801288
369262000,2021-11-14 00:00:01,29.33928,-94.68556,10.8,301.2,298,PAUL MCLERNAN,IMO9827671,WDJ4817,31.0,0.0,27.0,9.0,,57,A,29.432462030361854,-94.86206097042808
369503000,2021-11-14 00:00:04,33.29322,-118.17404,8.2,323.2,322,ROBERT C SEAMANS,IMO9245483,WDA4486,90.0,0.0,40.0,7.0,3.8,36,A,33.40257954776648,-118.27191546725244
369578000,2021-11-14 00:00:00,27.33236,-82.54574,0.0,280.8,511,SHARON LEE,,WDH6134,37.0,0.0,29.0,7.0,,37,A,27.33236,-82.54574
369751000,2021-11-14 00:00:00,34.02257,-119.15931,10.2,296.3,293,PRESIDENTFDROOSEVELT,IMO9400069,WROT,70.0,0.0,306.0,40.0,12.1,70,A,34.097841348034606,-119.34306583158981
369857000,2021-11-14 00:00:03,33.51398,-77.74704,10.4,228.4,235,NS HUGO,IMO8118011,UNKNOWN,90.0,0.0,54.0,12.0,,35,A,33.39897700136923,-77.9023993040999
369960000,2021-11-14 00:00:04,41.78486,-124.38104,7.5,258.5,264,FAIRWEATHER,IMO6710920,WTEB,90.0,0.0,70.0,13.0,4.9,99,A,41.759955800747214,-124.54520241575018
369970039,2021-11-14 00:00:01,38.98412,-76.46756,0.0,189.9,352,YP-703,,UNKNOWN,90.0,0.0,36.0,9.0,,99,A,38.98412,-76.46756
369970099,2021-11-14 00:00:53,45.86702,-122.79634,0.0,324.3,511,REDLINGER,,AENY,90.0,5.0,18.0,7.0,,35,A,45.86702,-122.79634
369970445,2021-11-14 00:00:01,35.20891,-75.70406,0.0,235.6,308,MERRITT,,AEVZ,90.0,3.0,27.0,9.0,,33,A,35.20891,-75.70406
369970978,2021-11-14 00:00:07,35.47281,-93.81363,0.0,243.7,153,DAN REEVES,,AEQC,90.0,0.0,27.0,9.0,,10,A,35.47281,-93.81363
369992000,2021-11-14 00:00:03,45.65279,-84.46717,0.0,140.4,32,CG MACKINAW,IMO9271054,NBGB,90.0,5.0,73.0,17.0,4.9,0,A,45.65279,-84.46717
369996000,2021-11-14 00:00:10,41.53536,-71.31396,0.1,270.7,511,TRANSPORTER,,UNKNOWN,90.0,0.0,27.0,9.0,,99,A,41.53538034794772,-71.31618487045938
372129000,2021-11-14 00:00:41,46.19817,-123.83182,0.2,274.8,89,INDIAN BULKER,IMO9791925,3EYO6,70.0,1.0,27.0,9.0,,79,A,46.19844873819522,-123.83661567553418
372424000,2021-11-14 00:00:04,31.39487,-117.25598,14.2,340.9,341,AZUL ACE,IMO9889100,HPGP,70.0,0.0,199.0,38.0,8.9,70,A,31.6183572149421,-117.34664262735654
372955000,2021-11-14 00:00:00,43.94215,-125.0322,11.8,353.8,354,MOL EXPERIENCE,IMO9333838,3ELI7,70.0,0.0,294.0,32.0,13.5,71,A,44.13753461116767,-125.06167827520169
373048000,2021-11-14 00:00:06,33.73009,-118.22134,0.5,175.8,343,GLORIOUS HIBISCUS,IMO9515216,3EUF4,70.0,0.0,210.0,36.0,11.5,70,A,33.721784646205734,-118.22060664125209
374158000,2021-11-14 00:00:27,33.76218,-118.18313,0.0,103.9,511,LOTTUS,IMO0000000,HP8554,37.0,0.0,0.0,0.0,13.8,74,B,33.76218,-118.18313
374779000,2021-11-14 00:00:01,29.76373,-95.08223,11.5,91.2,101,SIDER TAYRONA,IMO9728849,3EVC6,70.0,5.0,138.0,21.0,8.6,70,A,29.759718740924292,-94.8616333557985
414348000,2021-11-14 00:00:02,34.37783,-120.61363,14.6,287.2,287,ZHONG GU JIANG SU,IMO9400148,BQTM,70.0,0.0,275.0,32.0,12.4,70,A,34.44973713954342,-120.89508573263204
431011493,2021-11-14 00:00:00,21.28638,-157.84246,0.0,275.0,511,BACCHUS937-5,IMO0000000,UNKNOWN,36.0,0.0,12.0,4.0,,0,B,21.28638,-157.84246
441222000,2021-11-14 00:00:09,26.35381,-126.94924,11.6,119.8,118,DAE YANG NO 602,IMO7927025,DTBU3,30.0,0.0,42.0,8.0,3.1,79,A,26.257793110365498,-126.76213971169857
463042101,2021-11-14 00:00:01,28.93938,-94.45165,0.8,161.5,93,HYDERABAD,IMO9278789,AQQG,70.0,2.0,188.0,32.0,12.1,70,A,28.926744204735304,-94.44681886914843
477027600,2021-11-14 00:00:07,33.60735,-118.04655,0.0,350.0,280,POWAN,IMO9721578,VRPL9,70.0,1.0,179.0,9.0,,70,A,33.60735,-118.04655
477133700,2021-11-14 00:00:06,40.44464,-72.67775,2.6,82.1,190,HALIFAX EXPRESS,IMO9200823,VRMW7,70.0,0.0,294.0,32.0,13.6,70,A,40.45059191703479,-72.62138825494432
477136800,2021-11-14 00:00:10,33.61924,-118.06353,0.0,200.0,270,COSCO KAOHSIUNG,IMO9355563,VREM3,70.0,1.0,348.0,45.0,14.5,71,A,33.61924,-118.06353
477168200,2021-11-14 00:00:00,39.05013,-127.06711,14.1,106.6,109,GREAT AGILITY,IMO9792890,VRQB3,70.0,0.0,179.0,32.0,7.2,70,A,38.98303847252801,-126.77731410949656
477770700,2021-11-14 00:00:03,33.47399,-118.03301,2.5,85.5,70,COSCO MALAYSIA,IMO9448774,VRGV9,70.0,0.0,334.0,42.0,14.5,71,A,33.47725692614656,-117.98324567155828
477790500,2021-11-14 00:00:03,29.4073,-120.17529,20.3,124.6,123,SEASPAN ELBE,IMO9630420,VRNY5,70.0,0.0,337.0,48.0,15.2,74,A,29.21530898974681,-119.85581986172232
477802500,2021-11-14 00:00:30,33.74945,-118.20911,0.0,61.0,57,YM ENDEAVOUR,IMO9461362,VRIG6,70.0,5.0,228.0,32.0,14.4,70,A,33.74945,-118.20911
477845600,2021-11-14 00:00:03,36.72286,-126.16639,18.1,116.4,116,COSCO ITALY,IMO9516454,VRNE4,71.0,0.0,366.0,52.0,13.4,71,A,36.588818769718536,-125.82950691070737
499929694,2021-11-14 00:00:05,48.52222,-122.60826,0.0,302.4,268,TANERLIQ,IMO9178445,WDF2025,52.0,0.0,45.0,14.0,6.7,52,A,48.52222,-122.60826
503767400,2021-11-14 00:00:08,47.86328,-124.76903,9.3,354.3,348,ENTERPRISE III,,VJN4281,37.0,0.0,27.0,9.0,,37,A,48.01740968587649,-124.7919606035992
538002591,2021-11-14 00:00:01,43.182,-125.25894,6.0,11.3,10,CAPE FARO,IMO9347712,V7JZ2,70.0,8.0,170.0,25.0,7.8,70,A,43.27999538894973,-125.23208611894758
538002784,2021-11-14 00:00:01,40.89659,-68.87261,10.8,210.8,213,IVER PROSPERITY,IMO9351921,V7LP8,80.0,0.0,184.0,27.0,11.3,89,A,40.74208140151541,-68.99446015470005
538005055,2021-11-14 00:00:06,48.28635,-123.87478,13.4,280.0,278,BRAVEHEART,IMO9209532,V7AR6,70.0,0.0,224.0,32.0,14.0,70,A,48.325105294198806,-124.2050918163069
538005089,2021-11-14 00:00:09,46.29717,-125.79281,12.6,10.5,12,ARDMORE EXPORTER,IMO9654775,V7AX7,80.0,0.0,183.0,32.0,13.3,82,A,46.50351439548065,-125.73745803845864
538005610,2021-11-14 00:00:17,41.50498,-81.70726,0.0,187.3,145,FEDERAL EMS,IMO9229984,V7FL2,70.0,5.0,199.0,23.0,11.3,70,A,41.50498,-81.70726
538006472,2021-11-14 00:00:01,43.51688,-78.49128,12.6,253.1,254,FEDERAL CARIBOU,IMO9671096,V7NK6,31.0,0.0,199.0,9.0,,70,A,43.45587367504654,-78.76817373810039
538008998,2021-11-14 00:00:02,39.70438,-73.68398,2.6,222.6,248,GENERAL GUISAN,IMO9888027,V7A4178,70.0,0.0,197.0,32.0,6.8,70,A,39.67250395312577,-73.72207904486434
538008998,2021-11-14 00:01:11,39.70358,-73.68472,3.4,213.2,244,GENERAL GUISAN,IMO9888027,V7A4178,70.0,0.0,197.0,32.0,6.8,70,A,39.65619530639945,-73.72502322485535
538009610,2021-11-14 00:00:01,30.70173,-88.03745,2.2,1.2,5,IVS PHOENIX,IMO9774862,V7A4953,70.0,0.0,199.0,32.0,11.7,70,A,30.738363923324318,-88.03655753848678
538070204,2021-11-14 00:00:00,27.51163,-82.55747,0.0,252.8,511,SALTY DAWG,,V7JR7,31.0,15.0,27.0,9.0,,0,A,27.51163,-82.55747
538071555,2021-11-14 00:00:08,21.30675,-157.86658,0.0,59.0,351,OCEAN DREAMWALKER 3,IMO9840087,V7A4401,37.0,0.0,47.0,10.0,2.8,37,A,21.30675,-157.86658
563112700,2021-11-14 00:00:11,33.4594,-126.96179,12.4,88.3,85,ATLANTIC GLORY,IMO9536844,9V6886,70.0,0.0,180.0,28.0,7.8,70,A,33.46552689250063,-126.7143463126271
563579000,2021-11-14 00:00:26,33.69632,-118.20279,0.1,357.2,203,WAN HAI 612,IMO9224518,9V3465,70.0,1.0,284.0,40.0,14.0,70,A,33.69798355518383,-118.20288779137476
565032000,2021-11-14 00:00:03,33.61777,-118.87928,9.6,88.0,93,WAN HAI 312,IMO9248693,S6AS6,70.0,0.0,212.0,32.0,11.5,79,A,33.62335015685155,-118.68739183709641
565762000,2021-11-14 00:00:00,31.94916,-80.32284,0.0,216.7,262,MAERSK TAURUS,IMO9334674,9VFV4,70.0,1.0,331.0,43.0,14.5,71,A,31.94916,-80.32284
566881000,2021-11-14 00:00:04,33.70108,-118.822,0.2,88.1,260,APL RAFFLES,IMO9631979,9V5388,71.0,0.0,398.0,51.0,14.5,71,A,33.70119044279128,-118.81799821959576
567019000,2021-11-14 00:00:02,35.93203,-74.421,14.5,358.6,348,INTHIRA NAREE,IMO9732199,HSRO,70.0,0.0,199.0,32.0,13.3,70,A,36.17346173269405,-74.4282870995591
577201000,2021-11-14 00:00:05,21.3234,-158.11309,0.1,91.9,45,B SKY,IMO9381627,YJTN7,80.0,8.0,105.0,16.0,6.6,80,A,21.32334477860436,-158.11130304192054
636013382,2021-11-14 00:00:07,31.46291,-125.86441,13.4,113.1,111,MARIELENA,IMO9376359,A8MN6,70.0,0.0,224.0,32.0,14.4,70,A,31.375347086392882,-125.62373752689416
636015032,2021-11-14 00:00:18,45.64071,-122.71759,0.1,22.7,294,VENUS SPIRIT,IMO9505900,A8YD8,70.0,5.0,183.0,30.0,9.0,70,A,45.642246527423715,-122.71667068615447
636015173,2021-11-14 00:00:03,34.19643,-121.94397,13.5,141.4,143,JUPITER SPIRIT,IMO9509401,A8ZC2,70.0,0.0,183.0,30.0,9.0,70,A,34.02070638165656,-121.77437058439027
636015897,2021-11-14 00:00:00,33.75104,-118.82437,0.5,136.5,243,OSAKA TOWER,IMO9238777,D5DJ5,70.0,0.0,260.0,32.0,12.6,79,A,33.74499928674243,-118.81747559005262
636017294,2021-11-14 00:00:02,31.20866,-129.59156,15.3,113.2,113,NEW CENTURY 2,IMO9229403,D5KF5,70.0,0.0,199.0,32.0,9.0,70,A,31.10827250292392,-129.31770822164614
636018028,2021-11-14 00:00:11,40.52601,-71.47275,7.4,267.9,270,ATHENIAN,IMO9408865,D5NV8,70.0,0.0,349.0,45.0,15.0,71,A,40.52149365456738,-71.63478875684125
636018102,2021-11-14 00:00:09,49.00406,-126.25135,3.2,332.9,193,PARISFAL,IMO9318060,A8LP6,70.0,0.0,334.0,42.0,14.5,73,A,49.05150602406288,-126.2883609021484
636018106,2021-11-14 00:00:04,33.00292,-117.73563,0.9,150.4,2,MSC CARLOTTA,IMO9756731,D5OE8,74.0,0.0,314.0,48.0,12.7,74,A,32.989886364453554,-117.72680128841279
636018287,2021-11-14 00:00:09,38.03438,-121.87497,9.9,294.0,295,JOHNNY TRADER,IMO9265885,D5PA6,80.0,0.0,183.0,32.0,8.2,80,A,38.101446324233514,-122.06621625892731
636019199,2021-11-14 00:00:08,38.57384,-74.83862,9.6,141.8,144,CHEM COBALT,IMO9740770,D5TK3,83.0,0.0,147.0,24.0,7.5,80,A,38.44818762271298,-74.71214518809491
636020266,2021-11-14 00:00:04,47.58697,-122.34565,0.0,237.0,180,ZOI,IMO9216987,A8HL4,79.0,5.0,275.0,40.0,13.5,79,A,47.58697,-122.34565
636020684,2021-11-14 00:00:03,37.25431,-122.58903,1.4,147.9,46,EVER FEAT,IMO9850898,5LAF3,70.0,0.0,333.0,48.0,11.5,70,A,37.23455714090796,-122.57346263463468
636092823,2021-11-14 00:00:22,33.70967,-118.21585,0.2,267.9,214,AS SERAFINA,IMO9410301,D5PY9,74.0,1.0,175.0,28.0,8.3,74,A,33.70954793660993,-118.21985169280802
636093041,2021-11-14 00:00:04,33.89681,-119.27059,0.5,130.0,310,CONTI CONQUEST,IMO9293818,5LCJ8,79.0,0.0,333.0,42.0,12.8,79,A,33.891457046007126,-119.26290437460074
